#    L    TT             EE             BB             TE          
   394    0.17126E+04    0.21063E+02    0.34223E-01    0.11166E+02
   395    0.17059E+04    0.21064E+02    0.34323E-01    0.92896E+01
   396    0.16996E+04    0.21062E+02    0.34423E-01    0.74199E+01
   397    0.16937E+04    0.21056E+02    0.34523E-01    0.55559E+01
   398    0.16882E+04    0.21046E+02    0.34624E-01    0.36989E+01
   399    0.16831E+04    0.21033E+02    0.34726E-01    0.18498E+01
   400    0.16784E+04    0.21016E+02    0.34828E-01    0.93169E-02
   401    0.16741E+04    0.20994E+02    0.34931E-01   -0.18219E+01
   402    0.16703E+04    0.20968E+02    0.35035E-01   -0.36429E+01
   403    0.16668E+04    0.20940E+02    0.35139E-01   -0.54532E+01
   404    0.16637E+04    0.20907E+02    0.35243E-01   -0.72511E+01
   405    0.16610E+04    0.20870E+02    0.35349E-01   -0.90377E+01
   406    0.16587E+04    0.20830E+02    0.35455E-01   -0.10811E+02
   407    0.16567E+04    0.20785E+02    0.35561E-01   -0.12571E+02
   408    0.16551E+04    0.20737E+02    0.35669E-01   -0.14315E+02
   409    0.16540E+04    0.20687E+02    0.35777E-01   -0.16045E+02
   410    0.16531E+04    0.20631E+02    0.35885E-01   -0.17760E+02
   411    0.16527E+04    0.20572E+02    0.35995E-01   -0.19457E+02
   412    0.16526E+04    0.20510E+02    0.36105E-01   -0.21138E+02
   413    0.16528E+04    0.20444E+02    0.36216E-01   -0.22801E+02
   414    0.16534E+04    0.20374E+02    0.36327E-01   -0.24446E+02
   415    0.16543E+04    0.20302E+02    0.36440E-01   -0.26070E+02
   416    0.16556E+04    0.20226E+02    0.36553E-01   -0.27676E+02
   417    0.16572E+04    0.20146E+02    0.36667E-01   -0.29263E+02
   418    0.16591E+04    0.20062E+02    0.36782E-01   -0.30827E+02
   419    0.16614E+04    0.19975E+02    0.36897E-01   -0.32370E+02
   420    0.16640E+04    0.19885E+02    0.37014E-01   -0.33891E+02
   421    0.16669E+04    0.19792E+02    0.37131E-01   -0.35389E+02
   422    0.16702E+04    0.19696E+02    0.37249E-01   -0.36865E+02
   423    0.16736E+04    0.19595E+02    0.37368E-01   -0.38316E+02
   424    0.16774E+04    0.19492E+02    0.37488E-01   -0.39744E+02
   425    0.16815E+04    0.19385E+02    0.37608E-01   -0.41145E+02
   426    0.16859E+04    0.19277E+02    0.37730E-01   -0.42522E+02
   427    0.16905E+04    0.19164E+02    0.37852E-01   -0.43874E+02
   428    0.16954E+04    0.19049E+02    0.37975E-01   -0.45198E+02
   429    0.17006E+04    0.18930E+02    0.38099E-01   -0.46495E+02
   430    0.17061E+04    0.18810E+02    0.38224E-01   -0.47766E+02
   431    0.17118E+04    0.18686E+02    0.38350E-01   -0.49009E+02
   432    0.17177E+04    0.18559E+02    0.38477E-01   -0.50224E+02
   433    0.17240E+04    0.18431E+02    0.38604E-01   -0.51409E+02
   434    0.17303E+04    0.18299E+02    0.38733E-01   -0.52567E+02
   435    0.17370E+04    0.18166E+02    0.38862E-01   -0.53696E+02
   436    0.17439E+04    0.18029E+02    0.38992E-01   -0.54795E+02
   437    0.17510E+04    0.17890E+02    0.39124E-01   -0.55863E+02
   438    0.17583E+04    0.17749E+02    0.39256E-01   -0.56901E+02
   439    0.17658E+04    0.17606E+02    0.39388E-01   -0.57908E+02
   440    0.17736E+04    0.17461E+02    0.39522E-01   -0.58884E+02
   441    0.17815E+04    0.17313E+02    0.39657E-01   -0.59830E+02
   442    0.17895E+04    0.17163E+02    0.39792E-01   -0.60743E+02
   443    0.17978E+04    0.17012E+02    0.39929E-01   -0.61624E+02
   444    0.18063E+04    0.16859E+02    0.40066E-01   -0.62473E+02
   445    0.18149E+04    0.16702E+02    0.40204E-01   -0.63289E+02
   446    0.18236E+04    0.16546E+02    0.40343E-01   -0.64072E+02
   447    0.18325E+04    0.16388E+02    0.40483E-01   -0.64823E+02
   448    0.18415E+04    0.16227E+02    0.40623E-01   -0.65542E+02
   449    0.18507E+04    0.16066E+02    0.40764E-01   -0.66226E+02
   450    0.18600E+04    0.15904E+02    0.40906E-01   -0.66878E+02
   451    0.18695E+04    0.15739E+02    0.41049E-01   -0.67495E+02
   452    0.18790E+04    0.15574E+02    0.41193E-01   -0.68080E+02
   453    0.18887E+04    0.15408E+02    0.41337E-01   -0.68631E+02
   454    0.18984E+04    0.15241E+02    0.41483E-01   -0.69149E+02
   455    0.19082E+04    0.15073E+02    0.41629E-01   -0.69634E+02
   456    0.19183E+04    0.14903E+02    0.41775E-01   -0.70080E+02
   457    0.19282E+04    0.14734E+02    0.41923E-01   -0.70499E+02
   458    0.19383E+04    0.14564E+02    0.42071E-01   -0.70875E+02
   459    0.19485E+04    0.14393E+02    0.42219E-01   -0.71223E+02
   460    0.19588E+04    0.14221E+02    0.42369E-01   -0.71536E+02
   461    0.19691E+04    0.14050E+02    0.42519E-01   -0.71815E+02
   462    0.19794E+04    0.13877E+02    0.42669E-01   -0.72054E+02
   463    0.19897E+04    0.13705E+02    0.42821E-01   -0.72273E+02
   464    0.20001E+04    0.13534E+02    0.42973E-01   -0.72440E+02
   465    0.20104E+04    0.13362E+02    0.43125E-01   -0.72587E+02
   466    0.20209E+04    0.13189E+02    0.43278E-01   -0.72690E+02
   467    0.20314E+04    0.13017E+02    0.43432E-01   -0.72764E+02
   468    0.20418E+04    0.12846E+02    0.43586E-01   -0.72803E+02
   469    0.20523E+04    0.12674E+02    0.43741E-01   -0.72812E+02
   470    0.20628E+04    0.12503E+02    0.43896E-01   -0.72786E+02
   471    0.20731E+04    0.12334E+02    0.44052E-01   -0.72724E+02
   472    0.20835E+04    0.12165E+02    0.44208E-01   -0.72633E+02
   473    0.20939E+04    0.11996E+02    0.44365E-01   -0.72505E+02
   474    0.21043E+04    0.11829E+02    0.44522E-01   -0.72350E+02
   475    0.21147E+04    0.11662E+02    0.44679E-01   -0.72158E+02
   476    0.21250E+04    0.11497E+02    0.44837E-01   -0.71932E+02
   477    0.21351E+04    0.11332E+02    0.44996E-01   -0.71682E+02
   478    0.21453E+04    0.11169E+02    0.45154E-01   -0.71389E+02
   479    0.21554E+04    0.11007E+02    0.45313E-01   -0.71077E+02
   480    0.21655E+04    0.10847E+02    0.45473E-01   -0.70728E+02
   481    0.21755E+04    0.10688E+02    0.45633E-01   -0.70345E+02
   482    0.21855E+04    0.10531E+02    0.45793E-01   -0.69934E+02
   483    0.21952E+04    0.10376E+02    0.45953E-01   -0.69497E+02
   484    0.22049E+04    0.10222E+02    0.46114E-01   -0.69028E+02
   485    0.22146E+04    0.10070E+02    0.46274E-01   -0.68528E+02
   486    0.22241E+04    0.99213E+01    0.46435E-01   -0.68001E+02
   487    0.22336E+04    0.97743E+01    0.46597E-01   -0.67445E+02
   488    0.22429E+04    0.96286E+01    0.46758E-01   -0.66861E+02
   489    0.22521E+04    0.94858E+01    0.46920E-01   -0.66249E+02
   490    0.22612E+04    0.93457E+01    0.47082E-01   -0.65608E+02
   491    0.22701E+04    0.92077E+01    0.47244E-01   -0.64943E+02
   492    0.22790E+04    0.90726E+01    0.47406E-01   -0.64251E+02
   493    0.22877E+04    0.89387E+01    0.47568E-01   -0.63532E+02
   494    0.22963E+04    0.88091E+01    0.47730E-01   -0.62789E+02
   495    0.23047E+04    0.86816E+01    0.47892E-01   -0.62020E+02
   496    0.23129E+04    0.85576E+01    0.48054E-01   -0.61228E+02
   497    0.23210E+04    0.84363E+01    0.48217E-01   -0.60411E+02
   498    0.23290E+04    0.83171E+01    0.48379E-01   -0.59572E+02
   499    0.23369E+04    0.82022E+01    0.48541E-01   -0.58708E+02
   500    0.23445E+04    0.80892E+01    0.48703E-01   -0.57824E+02
   501    0.23519E+04    0.79805E+01    0.48865E-01   -0.56918E+02
   502    0.23593E+04    0.78753E+01    0.49027E-01   -0.55990E+02
   503    0.23664E+04    0.77728E+01    0.49189E-01   -0.55043E+02
   504    0.23733E+04    0.76738E+01    0.49351E-01   -0.54074E+02
   505    0.23803E+04    0.75791E+01    0.49512E-01   -0.53088E+02
   506    0.23868E+04    0.74880E+01    0.49673E-01   -0.52083E+02
   507    0.23933E+04    0.74002E+01    0.49834E-01   -0.51059E+02
   508    0.23995E+04    0.73168E+01    0.49995E-01   -0.50018E+02
   509    0.24055E+04    0.72368E+01    0.50155E-01   -0.48961E+02
   510    0.24113E+04    0.71609E+01    0.50316E-01   -0.47888E+02
   511    0.24170E+04    0.70887E+01    0.50475E-01   -0.46798E+02
   512    0.24224E+04    0.70208E+01    0.50635E-01   -0.45694E+02
   513    0.24277E+04    0.69568E+01    0.50794E-01   -0.44577E+02
   514    0.24328E+04    0.68972E+01    0.50953E-01   -0.43447E+02
   515    0.24376E+04    0.68417E+01    0.51111E-01   -0.42303E+02
   516    0.24423E+04    0.67905E+01    0.51269E-01   -0.41147E+02
   517    0.24466E+04    0.67438E+01    0.51426E-01   -0.39980E+02
   518    0.24509E+04    0.67013E+01    0.51583E-01   -0.38803E+02
   519    0.24549E+04    0.66634E+01    0.51739E-01   -0.37614E+02
   520    0.24587E+04    0.66299E+01    0.51895E-01   -0.36418E+02
   521    0.24622E+04    0.66008E+01    0.52050E-01   -0.35212E+02
   522    0.24655E+04    0.65765E+01    0.52204E-01   -0.33999E+02
   523    0.24687E+04    0.65567E+01    0.52358E-01   -0.32779E+02
   524    0.24716E+04    0.65416E+01    0.52511E-01   -0.31552E+02
   525    0.24742E+04    0.65311E+01    0.52663E-01   -0.30318E+02
   526    0.24766E+04    0.65253E+01    0.52815E-01   -0.29080E+02
   527    0.24790E+04    0.65243E+01    0.52966E-01   -0.27838E+02
   528    0.24810E+04    0.65279E+01    0.53116E-01   -0.26593E+02
   529    0.24828E+04    0.65366E+01    0.53266E-01   -0.25344E+02
   530    0.24843E+04    0.65500E+01    0.53414E-01   -0.24094E+02
   531    0.24858E+04    0.65681E+01    0.53562E-01   -0.22841E+02
   532    0.24869E+04    0.65913E+01    0.53709E-01   -0.21588E+02
   533    0.24877E+04    0.66193E+01    0.53855E-01   -0.20335E+02
   534    0.24884E+04    0.66522E+01    0.54001E-01   -0.19084E+02
   535    0.24888E+04    0.66901E+01    0.54145E-01   -0.17833E+02
   536    0.24890E+04    0.67328E+01    0.54288E-01   -0.16585E+02
   537    0.24891E+04    0.67805E+01    0.54431E-01   -0.15339E+02
   538    0.24889E+04    0.68332E+01    0.54572E-01   -0.14097E+02
   539    0.24884E+04    0.68907E+01    0.54713E-01   -0.12859E+02
   540    0.24878E+04    0.69534E+01    0.54852E-01   -0.11627E+02
   541    0.24869E+04    0.70209E+01    0.54991E-01   -0.10399E+02
   542    0.24858E+04    0.70934E+01    0.55128E-01   -0.91787E+01
   543    0.24845E+04    0.71709E+01    0.55265E-01   -0.79651E+01
   544    0.24830E+04    0.72533E+01    0.55400E-01   -0.67592E+01
   545    0.24812E+04    0.73407E+01    0.55534E-01   -0.55615E+01
   546    0.24793E+04    0.74327E+01    0.55667E-01   -0.43731E+01
   547    0.24771E+04    0.75296E+01    0.55800E-01   -0.31941E+01
   548    0.24747E+04    0.76315E+01    0.55931E-01   -0.20256E+01
   549    0.24721E+04    0.77382E+01    0.56060E-01   -0.86823E+00
   550    0.24694E+04    0.78499E+01    0.56189E-01    0.27747E+00
   551    0.24664E+04    0.79665E+01    0.56317E-01    0.14109E+01
   552    0.24632E+04    0.80879E+01    0.56443E-01    0.25311E+01
   553    0.24599E+04    0.82129E+01    0.56568E-01    0.36378E+01
   554    0.24563E+04    0.83442E+01    0.56692E-01    0.47301E+01
   555    0.24525E+04    0.84797E+01    0.56815E-01    0.58073E+01
   556    0.24485E+04    0.86201E+01    0.56937E-01    0.68693E+01
   557    0.24444E+04    0.87647E+01    0.57058E-01    0.79143E+01
   558    0.24400E+04    0.89149E+01    0.57177E-01    0.89428E+01
   559    0.24354E+04    0.90687E+01    0.57295E-01    0.99543E+01
   560    0.24308E+04    0.92266E+01    0.57412E-01    0.10947E+02
   561    0.24258E+04    0.93894E+01    0.57528E-01    0.11921E+02
   562    0.24208E+04    0.95572E+01    0.57642E-01    0.12876E+02
   563    0.24156E+04    0.97285E+01    0.57755E-01    0.13813E+02
   564    0.24102E+04    0.99055E+01    0.57867E-01    0.14728E+02
   565    0.24046E+04    0.10085E+02    0.57978E-01    0.15623E+02
   566    0.23989E+04    0.10270E+02    0.58087E-01    0.16495E+02
   567    0.23930E+04    0.10458E+02    0.58195E-01    0.17346E+02
   568    0.23870E+04    0.10651E+02    0.58302E-01    0.18175E+02
   569    0.23808E+04    0.10848E+02    0.58408E-01    0.18982E+02
   570    0.23745E+04    0.11049E+02    0.58512E-01    0.19764E+02
   571    0.23680E+04    0.11254E+02    0.58616E-01    0.20522E+02
   572    0.23613E+04    0.11463E+02    0.58717E-01    0.21257E+02
   573    0.23546E+04    0.11675E+02    0.58818E-01    0.21965E+02
   574    0.23477E+04    0.11891E+02    0.58917E-01    0.22650E+02
   575    0.23407E+04    0.12111E+02    0.59015E-01    0.23308E+02
   576    0.23336E+04    0.12334E+02    0.59112E-01    0.23940E+02
   577    0.23262E+04    0.12561E+02    0.59208E-01    0.24547E+02
   578    0.23189E+04    0.12791E+02    0.59302E-01    0.25126E+02
   579    0.23114E+04    0.13025E+02    0.59395E-01    0.25679E+02
   580    0.23039E+04    0.13261E+02    0.59486E-01    0.26202E+02
   581    0.22960E+04    0.13501E+02    0.59577E-01    0.26700E+02
   582    0.22882E+04    0.13744E+02    0.59666E-01    0.27169E+02
   583    0.22803E+04    0.13990E+02    0.59754E-01    0.27608E+02
   584    0.22723E+04    0.14239E+02    0.59840E-01    0.28020E+02
   585    0.22643E+04    0.14491E+02    0.59926E-01    0.28402E+02
   586    0.22561E+04    0.14744E+02    0.60010E-01    0.28755E+02
   587    0.22479E+04    0.15002E+02    0.60093E-01    0.29078E+02
   588    0.22395E+04    0.15261E+02    0.60174E-01    0.29371E+02
   589    0.22311E+04    0.15524E+02    0.60254E-01    0.29634E+02
   590    0.22226E+04    0.15787E+02    0.60333E-01    0.29868E+02
   591    0.22141E+04    0.16054E+02    0.60411E-01    0.30070E+02
   592    0.22055E+04    0.16322E+02    0.60488E-01    0.30241E+02
   593    0.21969E+04    0.16594E+02    0.60563E-01    0.30383E+02
   594    0.21881E+04    0.16867E+02    0.60637E-01    0.30493E+02
   595    0.21793E+04    0.17141E+02    0.60710E-01    0.30572E+02
   596    0.21705E+04    0.17418E+02    0.60782E-01    0.30620E+02
   597    0.21617E+04    0.17694E+02    0.60852E-01    0.30636E+02
   598    0.21530E+04    0.17974E+02    0.60922E-01    0.30621E+02
   599    0.21442E+04    0.18255E+02    0.60990E-01    0.30576E+02
   600    0.21353E+04    0.18537E+02    0.61057E-01    0.30498E+02
   601    0.21264E+04    0.18821E+02    0.61122E-01    0.30389E+02
   602    0.21175E+04    0.19105E+02    0.61187E-01    0.30248E+02
   603    0.21085E+04    0.19391E+02    0.61251E-01    0.30076E+02
   604    0.20997E+04    0.19676E+02    0.61313E-01    0.29873E+02
   605    0.20908E+04    0.19963E+02    0.61374E-01    0.29638E+02
   606    0.20819E+04    0.20251E+02    0.61435E-01    0.29371E+02
   607    0.20728E+04    0.20539E+02    0.61494E-01    0.29073E+02
   608    0.20640E+04    0.20828E+02    0.61552E-01    0.28744E+02
   609    0.20552E+04    0.21116E+02    0.61609E-01    0.28383E+02
   610    0.20463E+04    0.21404E+02    0.61665E-01    0.27990E+02
   611    0.20375E+04    0.21693E+02    0.61720E-01    0.27566E+02
   612    0.20287E+04    0.21983E+02    0.61774E-01    0.27113E+02
   613    0.20199E+04    0.22270E+02    0.61827E-01    0.26627E+02
   614    0.20112E+04    0.22559E+02    0.61880E-01    0.26110E+02
   615    0.20025E+04    0.22846E+02    0.61931E-01    0.25563E+02
   616    0.19939E+04    0.23134E+02    0.61981E-01    0.24985E+02
   617    0.19854E+04    0.23421E+02    0.62031E-01    0.24378E+02
   618    0.19770E+04    0.23707E+02    0.62079E-01    0.23739E+02
   619    0.19685E+04    0.23994E+02    0.62127E-01    0.23073E+02
   620    0.19602E+04    0.24278E+02    0.62174E-01    0.22376E+02
   621    0.19518E+04    0.24562E+02    0.62220E-01    0.21649E+02
   622    0.19436E+04    0.24845E+02    0.62266E-01    0.20893E+02
   623    0.19355E+04    0.25125E+02    0.62311E-01    0.20110E+02
   624    0.19274E+04    0.25404E+02    0.62355E-01    0.19297E+02
   625    0.19194E+04    0.25682E+02    0.62398E-01    0.18456E+02
   626    0.19115E+04    0.25959E+02    0.62440E-01    0.17587E+02
   627    0.19038E+04    0.26233E+02    0.62482E-01    0.16691E+02
   628    0.18961E+04    0.26505E+02    0.62524E-01    0.15767E+02
   629    0.18885E+04    0.26776E+02    0.62564E-01    0.14816E+02
   630    0.18810E+04    0.27044E+02    0.62604E-01    0.13838E+02
   631    0.18736E+04    0.27310E+02    0.62644E-01    0.12835E+02
   632    0.18664E+04    0.27574E+02    0.62683E-01    0.11805E+02
   633    0.18592E+04    0.27836E+02    0.62722E-01    0.10751E+02
   634    0.18522E+04    0.28094E+02    0.62760E-01    0.96714E+01
   635    0.18453E+04    0.28351E+02    0.62797E-01    0.85676E+01
   636    0.18384E+04    0.28606E+02    0.62834E-01    0.74401E+01
   637    0.18318E+04    0.28856E+02    0.62871E-01    0.62881E+01
   638    0.18252E+04    0.29104E+02    0.62907E-01    0.51138E+01
   639    0.18189E+04    0.29349E+02    0.62944E-01    0.39162E+01
   640    0.18126E+04    0.29591E+02    0.62979E-01    0.26969E+01
   641    0.18065E+04    0.29830E+02    0.63015E-01    0.14558E+01
   642    0.18004E+04    0.30065E+02    0.63050E-01    0.19359E+00
   643    0.17946E+04    0.30298E+02    0.63084E-01   -0.10893E+01
   644    0.17890E+04    0.30526E+02    0.63119E-01   -0.23921E+01
   645    0.17834E+04    0.30750E+02    0.63153E-01   -0.37147E+01
   646    0.17780E+04    0.30972E+02    0.63188E-01   -0.50564E+01
   647    0.17728E+04    0.31189E+02    0.63222E-01   -0.64171E+01
   648    0.17677E+04    0.31403E+02    0.63255E-01   -0.77950E+01
   649    0.17628E+04    0.31612E+02    0.63289E-01   -0.91908E+01
   650    0.17581E+04    0.31817E+02    0.63323E-01   -0.10603E+02
   651    0.17534E+04    0.32019E+02    0.63356E-01   -0.12032E+02
   652    0.17490E+04    0.32216E+02    0.63390E-01   -0.13476E+02
   653    0.17448E+04    0.32408E+02    0.63423E-01   -0.14935E+02
   654    0.17407E+04    0.32597E+02    0.63457E-01   -0.16408E+02
   655    0.17367E+04    0.32781E+02    0.63490E-01   -0.17895E+02
   656    0.17330E+04    0.32961E+02    0.63524E-01   -0.19395E+02
   657    0.17294E+04    0.33136E+02    0.63557E-01   -0.20907E+02
   658    0.17259E+04    0.33307E+02    0.63591E-01   -0.22431E+02
   659    0.17227E+04    0.33473E+02    0.63624E-01   -0.23966E+02
   660    0.17197E+04    0.33634E+02    0.63658E-01   -0.25511E+02
   661    0.17168E+04    0.33789E+02    0.63692E-01   -0.27065E+02
   662    0.17142E+04    0.33941E+02    0.63726E-01   -0.28629E+02
   663    0.17116E+04    0.34088E+02    0.63760E-01   -0.30202E+02
   664    0.17093E+04    0.34229E+02    0.63795E-01   -0.31782E+02
   665    0.17071E+04    0.34364E+02    0.63829E-01   -0.33369E+02
   666    0.17051E+04    0.34495E+02    0.63864E-01   -0.34963E+02
   667    0.17033E+04    0.34621E+02    0.63900E-01   -0.36562E+02
   668    0.17016E+04    0.34742E+02    0.63935E-01   -0.38167E+02
   669    0.17003E+04    0.34857E+02    0.63971E-01   -0.39776E+02
   670    0.16990E+04    0.34967E+02    0.64007E-01   -0.41388E+02
   671    0.16980E+04    0.35073E+02    0.64043E-01   -0.43003E+02
   672    0.16970E+04    0.35172E+02    0.64080E-01   -0.44621E+02
