#    L    TT             EE             BB             TE             PP             TP             EP          
  1919    0.21166E+03    0.11611E+02    0.00000E+00   -0.93820E+01    0.13294E-08    0.67602E-06   -0.81483E-07
  1920    0.21120E+03    0.11620E+02    0.00000E+00   -0.95935E+01    0.13280E-08    0.67802E-06   -0.81520E-07
  1921    0.21074E+03    0.11630E+02    0.00000E+00   -0.98046E+01    0.13265E-08    0.67997E-06   -0.81547E-07
  1922    0.21031E+03    0.11637E+02    0.00000E+00   -0.10016E+02    0.13251E-08    0.68187E-06   -0.81564E-07
  1923    0.20989E+03    0.11643E+02    0.00000E+00   -0.10227E+02    0.13236E-08    0.68371E-06   -0.81572E-07
  1924    0.20948E+03    0.11648E+02    0.00000E+00   -0.10438E+02    0.13222E-08    0.68549E-06   -0.81571E-07
  1925    0.20910E+03    0.11650E+02    0.00000E+00   -0.10650E+02    0.13208E-08    0.68721E-06   -0.81560E-07
  1926    0.20873E+03    0.11653E+02    0.00000E+00   -0.10861E+02    0.13193E-08    0.68887E-06   -0.81539E-07
  1927    0.20836E+03    0.11654E+02    0.00000E+00   -0.11072E+02    0.13179E-08    0.69046E-06   -0.81509E-07
  1928    0.20803E+03    0.11654E+02    0.00000E+00   -0.11280E+02    0.13165E-08    0.69199E-06   -0.81469E-07
  1929    0.20770E+03    0.11652E+02    0.00000E+00   -0.11490E+02    0.13151E-08    0.69344E-06   -0.81420E-07
  1930    0.20739E+03    0.11649E+02    0.00000E+00   -0.11698E+02    0.13136E-08    0.69483E-06   -0.81362E-07
  1931    0.20710E+03    0.11644E+02    0.00000E+00   -0.11906E+02    0.13122E-08    0.69614E-06   -0.81294E-07
  1932    0.20682E+03    0.11639E+02    0.00000E+00   -0.12113E+02    0.13108E-08    0.69738E-06   -0.81217E-07
  1933    0.20656E+03    0.11631E+02    0.00000E+00   -0.12319E+02    0.13094E-08    0.69853E-06   -0.81131E-07
  1934    0.20631E+03    0.11623E+02    0.00000E+00   -0.12524E+02    0.13080E-08    0.69961E-06   -0.81035E-07
  1935    0.20608E+03    0.11613E+02    0.00000E+00   -0.12728E+02    0.13066E-08    0.70060E-06   -0.80930E-07
  1936    0.20586E+03    0.11602E+02    0.00000E+00   -0.12930E+02    0.13052E-08    0.70151E-06   -0.80815E-07
  1937    0.20565E+03    0.11588E+02    0.00000E+00   -0.13131E+02    0.13038E-08    0.70234E-06   -0.80691E-07
  1938    0.20546E+03    0.11575E+02    0.00000E+00   -0.13331E+02    0.13023E-08    0.70307E-06   -0.80558E-07
  1939    0.20529E+03    0.11560E+02    0.00000E+00   -0.13529E+02    0.13009E-08    0.70371E-06   -0.80416E-07
  1940    0.20513E+03    0.11543E+02    0.00000E+00   -0.13727E+02    0.12995E-08    0.70426E-06   -0.80265E-07
  1941    0.20499E+03    0.11526E+02    0.00000E+00   -0.13922E+02    0.12981E-08    0.70472E-06   -0.80104E-07
  1942    0.20484E+03    0.11506E+02    0.00000E+00   -0.14115E+02    0.12968E-08    0.70507E-06   -0.79934E-07
  1943    0.20473E+03    0.11487E+02    0.00000E+00   -0.14308E+02    0.12954E-08    0.70533E-06   -0.79755E-07
  1944    0.20462E+03    0.11464E+02    0.00000E+00   -0.14497E+02    0.12940E-08    0.70548E-06   -0.79567E-07
  1945    0.20452E+03    0.11442E+02    0.00000E+00   -0.14685E+02    0.12926E-08    0.70553E-06   -0.79370E-07
  1946    0.20444E+03    0.11417E+02    0.00000E+00   -0.14871E+02    0.12912E-08    0.70547E-06   -0.79163E-07
  1947    0.20436E+03    0.11392E+02    0.00000E+00   -0.15055E+02    0.12898E-08    0.70531E-06   -0.78948E-07
  1948    0.20431E+03    0.11366E+02    0.00000E+00   -0.15237E+02    0.12884E-08    0.70503E-06   -0.78723E-07
  1949    0.20427E+03    0.11337E+02    0.00000E+00   -0.15416E+02    0.12870E-08    0.70464E-06   -0.78490E-07
  1950    0.20423E+03    0.11308E+02    0.00000E+00   -0.15594E+02    0.12857E-08    0.70413E-06   -0.78247E-07
  1951    0.20422E+03    0.11279E+02    0.00000E+00   -0.15768E+02    0.12843E-08    0.70351E-06   -0.77996E-07
  1952    0.20421E+03    0.11246E+02    0.00000E+00   -0.15941E+02    0.12829E-08    0.70277E-06   -0.77735E-07
  1953    0.20421E+03    0.11214E+02    0.00000E+00   -0.16111E+02    0.12815E-08    0.70192E-06   -0.77466E-07
  1954    0.20423E+03    0.11180E+02    0.00000E+00   -0.16278E+02    0.12802E-08    0.70097E-06   -0.77188E-07
  1955    0.20425E+03    0.11145E+02    0.00000E+00   -0.16443E+02    0.12788E-08    0.69991E-06   -0.76902E-07
  1956    0.20428E+03    0.11109E+02    0.00000E+00   -0.16605E+02    0.12774E-08    0.69876E-06   -0.76608E-07
  1957    0.20436E+03    0.11071E+02    0.00000E+00   -0.16764E+02    0.12761E-08    0.69751E-06   -0.76305E-07
  1958    0.20440E+03    0.11032E+02    0.00000E+00   -0.16921E+02    0.12747E-08    0.69618E-06   -0.75994E-07
  1959    0.20447E+03    0.10992E+02    0.00000E+00   -0.17075E+02    0.12733E-08    0.69475E-06   -0.75675E-07
  1960    0.20454E+03    0.10952E+02    0.00000E+00   -0.17226E+02    0.12720E-08    0.69325E-06   -0.75349E-07
  1961    0.20463E+03    0.10911E+02    0.00000E+00   -0.17374E+02    0.12706E-08    0.69167E-06   -0.75015E-07
  1962    0.20472E+03    0.10869E+02    0.00000E+00   -0.17519E+02    0.12693E-08    0.69001E-06   -0.74673E-07
  1963    0.20483E+03    0.10825E+02    0.00000E+00   -0.17660E+02    0.12679E-08    0.68828E-06   -0.74324E-07
  1964    0.20494E+03    0.10780E+02    0.00000E+00   -0.17798E+02    0.12666E-08    0.68649E-06   -0.73968E-07
  1965    0.20507E+03    0.10734E+02    0.00000E+00   -0.17933E+02    0.12652E-08    0.68463E-06   -0.73605E-07
  1966    0.20520E+03    0.10687E+02    0.00000E+00   -0.18065E+02    0.12639E-08    0.68271E-06   -0.73235E-07
  1967    0.20534E+03    0.10639E+02    0.00000E+00   -0.18194E+02    0.12625E-08    0.68074E-06   -0.72858E-07
  1968    0.20548E+03    0.10590E+02    0.00000E+00   -0.18319E+02    0.12612E-08    0.67872E-06   -0.72474E-07
  1969    0.20564E+03    0.10540E+02    0.00000E+00   -0.18441E+02    0.12598E-08    0.67666E-06   -0.72083E-07
  1970    0.20580E+03    0.10491E+02    0.00000E+00   -0.18559E+02    0.12585E-08    0.67455E-06   -0.71687E-07
  1971    0.20597E+03    0.10440E+02    0.00000E+00   -0.18674E+02    0.12572E-08    0.67240E-06   -0.71284E-07
  1972    0.20614E+03    0.10387E+02    0.00000E+00   -0.18784E+02    0.12558E-08    0.67022E-06   -0.70875E-07
  1973    0.20632E+03    0.10335E+02    0.00000E+00   -0.18892E+02    0.12545E-08    0.66800E-06   -0.70459E-07
  1974    0.20651E+03    0.10280E+02    0.00000E+00   -0.18997E+02    0.12532E-08    0.66576E-06   -0.70038E-07
  1975    0.20670E+03    0.10226E+02    0.00000E+00   -0.19097E+02    0.12518E-08    0.66350E-06   -0.69612E-07
  1976    0.20690E+03    0.10170E+02    0.00000E+00   -0.19194E+02    0.12505E-08    0.66122E-06   -0.69179E-07
  1977    0.20711E+03    0.10114E+02    0.00000E+00   -0.19287E+02    0.12492E-08    0.65892E-06   -0.68741E-07
  1978    0.20731E+03    0.10057E+02    0.00000E+00   -0.19376E+02    0.12479E-08    0.65661E-06   -0.68298E-07
  1979    0.20753E+03    0.99990E+01    0.00000E+00   -0.19461E+02    0.12465E-08    0.65430E-06   -0.67850E-07
  1980    0.20775E+03    0.99406E+01    0.00000E+00   -0.19543E+02    0.12452E-08    0.65198E-06   -0.67396E-07
  1981    0.20797E+03    0.98813E+01    0.00000E+00   -0.19621E+02    0.12439E-08    0.64966E-06   -0.66938E-07
  1982    0.20820E+03    0.98213E+01    0.00000E+00   -0.19695E+02    0.12426E-08    0.64735E-06   -0.66475E-07
  1983    0.20843E+03    0.97605E+01    0.00000E+00   -0.19765E+02    0.12413E-08    0.64504E-06   -0.66007E-07
  1984    0.20867E+03    0.96997E+01    0.00000E+00   -0.19831E+02    0.12400E-08    0.64275E-06   -0.65535E-07
  1985    0.20891E+03    0.96373E+01    0.00000E+00   -0.19894E+02    0.12387E-08    0.64048E-06   -0.65058E-07
  1986    0.20915E+03    0.95748E+01    0.00000E+00   -0.19952E+02    0.12374E-08    0.63822E-06   -0.64577E-07
  1987    0.20939E+03    0.95123E+01    0.00000E+00   -0.20007E+02    0.12361E-08    0.63600E-06   -0.64092E-07
  1988    0.20964E+03    0.94490E+01    0.00000E+00   -0.20057E+02    0.12347E-08    0.63379E-06   -0.63603E-07
  1989    0.20989E+03    0.93856E+01    0.00000E+00   -0.20103E+02    0.12334E-08    0.63163E-06   -0.63110E-07
  1990    0.21014E+03    0.93215E+01    0.00000E+00   -0.20146E+02    0.12321E-08    0.62949E-06   -0.62614E-07
  1991    0.21039E+03    0.92558E+01    0.00000E+00   -0.20184E+02    0.12309E-08    0.62740E-06   -0.62113E-07
  1992    0.21063E+03    0.91907E+01    0.00000E+00   -0.20219E+02    0.12296E-08    0.62536E-06   -0.61610E-07
  1993    0.21089E+03    0.91256E+01    0.00000E+00   -0.20249E+02    0.12283E-08    0.62336E-06   -0.61103E-07
  1994    0.21114E+03    0.90590E+01    0.00000E+00   -0.20276E+02    0.12270E-08    0.62141E-06   -0.60593E-07
  1995    0.21140E+03    0.89923E+01    0.00000E+00   -0.20299E+02    0.12257E-08    0.61952E-06   -0.60080E-07
  1996    0.21165E+03    0.89248E+01    0.00000E+00   -0.20317E+02    0.12244E-08    0.61769E-06   -0.59564E-07
  1997    0.21190E+03    0.88572E+01    0.00000E+00   -0.20331E+02    0.12231E-08    0.61592E-06   -0.59045E-07
  1998    0.21216E+03    0.87902E+01    0.00000E+00   -0.20341E+02    0.12218E-08    0.61422E-06   -0.58524E-07
  1999    0.21241E+03    0.87218E+01    0.00000E+00   -0.20348E+02    0.12205E-08    0.61260E-06   -0.58000E-07
  2000    0.21266E+03    0.86539E+01    0.00000E+00   -0.20350E+02    0.12193E-08    0.61105E-06   -0.57474E-07
  2001    0.21292E+03    0.85861E+01    0.00000E+00   -0.20348E+02    0.12180E-08    0.60958E-06   -0.56946E-07
  2002    0.21317E+03    0.85174E+01    0.00000E+00   -0.20343E+02    0.12167E-08    0.60818E-06   -0.56416E-07
  2003    0.21342E+03    0.84486E+01    0.00000E+00   -0.20333E+02    0.12154E-08    0.60687E-06   -0.55883E-07
  2004    0.21367E+03    0.83797E+01    0.00000E+00   -0.20320E+02    0.12142E-08    0.60564E-06   -0.55349E-07
  2005    0.21390E+03    0.83101E+01    0.00000E+00   -0.20302E+02    0.12129E-08    0.60449E-06   -0.54812E-07
  2006    0.21415E+03    0.82418E+01    0.00000E+00   -0.20281E+02    0.12116E-08    0.60341E-06   -0.54274E-07
  2007    0.21438E+03    0.81720E+01    0.00000E+00   -0.20255E+02    0.12103E-08    0.60241E-06   -0.53734E-07
  2008    0.21463E+03    0.81021E+01    0.00000E+00   -0.20227E+02    0.12091E-08    0.60149E-06   -0.53192E-07
  2009    0.21486E+03    0.80329E+01    0.00000E+00   -0.20193E+02    0.12078E-08    0.60065E-06   -0.52649E-07
  2010    0.21508E+03    0.79636E+01    0.00000E+00   -0.20156E+02    0.12065E-08    0.59989E-06   -0.52104E-07
  2011    0.21531E+03    0.78934E+01    0.00000E+00   -0.20115E+02    0.12053E-08    0.59920E-06   -0.51558E-07
  2012    0.21553E+03    0.78240E+01    0.00000E+00   -0.20071E+02    0.12040E-08    0.59859E-06   -0.51010E-07
  2013    0.21574E+03    0.77537E+01    0.00000E+00   -0.20023E+02    0.12028E-08    0.59806E-06   -0.50461E-07
  2014    0.21596E+03    0.76849E+01    0.00000E+00   -0.19969E+02    0.12015E-08    0.59761E-06   -0.49910E-07
  2015    0.21617E+03    0.76152E+01    0.00000E+00   -0.19914E+02    0.12003E-08    0.59723E-06   -0.49359E-07
  2016    0.21639E+03    0.75462E+01    0.00000E+00   -0.19855E+02    0.11990E-08    0.59693E-06   -0.48806E-07
  2017    0.21658E+03    0.74771E+01    0.00000E+00   -0.19792E+02    0.11978E-08    0.59670E-06   -0.48252E-07
  2018    0.21677E+03    0.74081E+01    0.00000E+00   -0.19725E+02    0.11965E-08    0.59655E-06   -0.47697E-07
  2019    0.21696E+03    0.73392E+01    0.00000E+00   -0.19653E+02    0.11953E-08    0.59647E-06   -0.47142E-07
  2020    0.21715E+03    0.72704E+01    0.00000E+00   -0.19579E+02    0.11940E-08    0.59647E-06   -0.46585E-07
  2021    0.21733E+03    0.72022E+01    0.00000E+00   -0.19501E+02    0.11928E-08    0.59655E-06   -0.46028E-07
  2022    0.21749E+03    0.71341E+01    0.00000E+00   -0.19420E+02    0.11915E-08    0.59670E-06   -0.45470E-07
  2023    0.21765E+03    0.70662E+01    0.00000E+00   -0.19336E+02    0.11903E-08    0.59692E-06   -0.44911E-07
  2024    0.21781E+03    0.69985E+01    0.00000E+00   -0.19248E+02    0.11891E-08    0.59722E-06   -0.44352E-07
  2025    0.21795E+03    0.69312E+01    0.00000E+00   -0.19156E+02    0.11878E-08    0.59759E-06   -0.43793E-07
  2026    0.21810E+03    0.68641E+01    0.00000E+00   -0.19062E+02    0.11866E-08    0.59803E-06   -0.43233E-07
  2027    0.21824E+03    0.67975E+01    0.00000E+00   -0.18963E+02    0.11854E-08    0.59855E-06   -0.42672E-07
  2028    0.21837E+03    0.67312E+01    0.00000E+00   -0.18862E+02    0.11841E-08    0.59915E-06   -0.42112E-07
  2029    0.21849E+03    0.66653E+01    0.00000E+00   -0.18757E+02    0.11829E-08    0.59981E-06   -0.41551E-07
  2030    0.21860E+03    0.65997E+01    0.00000E+00   -0.18650E+02    0.11817E-08    0.60055E-06   -0.40990E-07
  2031    0.21870E+03    0.65346E+01    0.00000E+00   -0.18539E+02    0.11805E-08    0.60136E-06   -0.40429E-07
  2032    0.21880E+03    0.64699E+01    0.00000E+00   -0.18425E+02    0.11792E-08    0.60224E-06   -0.39868E-07
  2033    0.21889E+03    0.64057E+01    0.00000E+00   -0.18309E+02    0.11780E-08    0.60319E-06   -0.39308E-07
  2034    0.21898E+03    0.63420E+01    0.00000E+00   -0.18189E+02    0.11768E-08    0.60422E-06   -0.38747E-07
  2035    0.21905E+03    0.62788E+01    0.00000E+00   -0.18066E+02    0.11756E-08    0.60532E-06   -0.38187E-07
  2036    0.21911E+03    0.62161E+01    0.00000E+00   -0.17940E+02    0.11744E-08    0.60649E-06   -0.37627E-07
  2037    0.21917E+03    0.61540E+01    0.00000E+00   -0.17812E+02    0.11731E-08    0.60773E-06   -0.37067E-07
  2038    0.21920E+03    0.60923E+01    0.00000E+00   -0.17681E+02    0.11719E-08    0.60904E-06   -0.36508E-07
  2039    0.21924E+03    0.60313E+01    0.00000E+00   -0.17546E+02    0.11707E-08    0.61042E-06   -0.35949E-07
  2040    0.21927E+03    0.59708E+01    0.00000E+00   -0.17410E+02    0.11695E-08    0.61187E-06   -0.35391E-07
  2041    0.21929E+03    0.59109E+01    0.00000E+00   -0.17271E+02    0.11683E-08    0.61339E-06   -0.34834E-07
  2042    0.21930E+03    0.58517E+01    0.00000E+00   -0.17129E+02    0.11671E-08    0.61498E-06   -0.34277E-07
  2043    0.21929E+03    0.57931E+01    0.00000E+00   -0.16984E+02    0.11659E-08    0.61664E-06   -0.33721E-07
  2044    0.21929E+03    0.57351E+01    0.00000E+00   -0.16838E+02    0.11647E-08    0.61837E-06   -0.33166E-07
  2045    0.21927E+03    0.56777E+01    0.00000E+00   -0.16689E+02    0.11635E-08    0.62016E-06   -0.32613E-07
  2046    0.21925E+03    0.56211E+01    0.00000E+00   -0.16538E+02    0.11623E-08    0.62203E-06   -0.32060E-07
  2047    0.21920E+03    0.55651E+01    0.00000E+00   -0.16385E+02    0.11611E-08    0.62397E-06   -0.31508E-07
  2048    0.21915E+03    0.55098E+01    0.00000E+00   -0.16228E+02    0.11599E-08    0.62597E-06   -0.30957E-07
  2049    0.21910E+03    0.54553E+01    0.00000E+00   -0.16071E+02    0.11587E-08    0.62804E-06   -0.30408E-07
  2050    0.21902E+03    0.54015E+01    0.00000E+00   -0.15911E+02    0.11575E-08    0.63018E-06   -0.29860E-07
  2051    0.21893E+03    0.53484E+01    0.00000E+00   -0.15749E+02    0.11563E-08    0.63238E-06   -0.29314E-07
  2052    0.21885E+03    0.52962E+01    0.00000E+00   -0.15585E+02    0.11551E-08    0.63465E-06   -0.28768E-07
  2053    0.21874E+03    0.52447E+01    0.00000E+00   -0.15419E+02    0.11540E-08    0.63696E-06   -0.28224E-07
  2054    0.21863E+03    0.51940E+01    0.00000E+00   -0.15252E+02    0.11528E-08    0.63932E-06   -0.27681E-07
  2055    0.21850E+03    0.51440E+01    0.00000E+00   -0.15083E+02    0.11516E-08    0.64172E-06   -0.27139E-07
  2056    0.21837E+03    0.50949E+01    0.00000E+00   -0.14912E+02    0.11504E-08    0.64414E-06   -0.26597E-07
  2057    0.21822E+03    0.50466E+01    0.00000E+00   -0.14739E+02    0.11492E-08    0.64657E-06   -0.26057E-07
  2058    0.21807E+03    0.49991E+01    0.00000E+00   -0.14566E+02    0.11480E-08    0.64902E-06   -0.25517E-07
  2059    0.21791E+03    0.49525E+01    0.00000E+00   -0.14390E+02    0.11469E-08    0.65148E-06   -0.24977E-07
  2060    0.21773E+03    0.49066E+01    0.00000E+00   -0.14212E+02    0.11457E-08    0.65392E-06   -0.24438E-07
  2061    0.21754E+03    0.48617E+01    0.00000E+00   -0.14034E+02    0.11445E-08    0.65635E-06   -0.23899E-07
  2062    0.21735E+03    0.48177E+01    0.00000E+00   -0.13854E+02    0.11434E-08    0.65876E-06   -0.23360E-07
  2063    0.21714E+03    0.47745E+01    0.00000E+00   -0.13673E+02    0.11422E-08    0.66114E-06   -0.22821E-07
  2064    0.21691E+03    0.47323E+01    0.00000E+00   -0.13491E+02    0.11410E-08    0.66348E-06   -0.22282E-07
  2065    0.21668E+03    0.46909E+01    0.00000E+00   -0.13308E+02    0.11398E-08    0.66577E-06   -0.21743E-07
  2066    0.21644E+03    0.46505E+01    0.00000E+00   -0.13124E+02    0.11387E-08    0.66801E-06   -0.21203E-07
  2067    0.21619E+03    0.46109E+01    0.00000E+00   -0.12939E+02    0.11375E-08    0.67019E-06   -0.20663E-07
  2068    0.21592E+03    0.45722E+01    0.00000E+00   -0.12754E+02    0.11364E-08    0.67229E-06   -0.20123E-07
  2069    0.21564E+03    0.45345E+01    0.00000E+00   -0.12567E+02    0.11352E-08    0.67432E-06   -0.19581E-07
  2070    0.21535E+03    0.44978E+01    0.00000E+00   -0.12381E+02    0.11340E-08    0.67625E-06   -0.19039E-07
  2071    0.21505E+03    0.44619E+01    0.00000E+00   -0.12193E+02    0.11329E-08    0.67810E-06   -0.18496E-07
  2072    0.21474E+03    0.44271E+01    0.00000E+00   -0.12004E+02    0.11317E-08    0.67983E-06   -0.17952E-07
  2073    0.21442E+03    0.43932E+01    0.00000E+00   -0.11816E+02    0.11306E-08    0.68146E-06   -0.17407E-07
  2074    0.21409E+03    0.43602E+01    0.00000E+00   -0.11627E+02    0.11294E-08    0.68297E-06   -0.16860E-07
  2075    0.21375E+03    0.43282E+01    0.00000E+00   -0.11437E+02    0.11283E-08    0.68435E-06   -0.16312E-07
  2076    0.21339E+03    0.42971E+01    0.00000E+00   -0.11247E+02    0.11271E-08    0.68559E-06   -0.15762E-07
  2077    0.21303E+03    0.42671E+01    0.00000E+00   -0.11057E+02    0.11260E-08    0.68668E-06   -0.15211E-07
  2078    0.21266E+03    0.42379E+01    0.00000E+00   -0.10866E+02    0.11248E-08    0.68763E-06   -0.14658E-07
  2079    0.21225E+03    0.42098E+01    0.00000E+00   -0.10676E+02    0.11237E-08    0.68841E-06   -0.14104E-07
  2080    0.21186E+03    0.41827E+01    0.00000E+00   -0.10485E+02    0.11225E-08    0.68903E-06   -0.13547E-07
  2081    0.21145E+03    0.41566E+01    0.00000E+00   -0.10295E+02    0.11214E-08    0.68947E-06   -0.12988E-07
  2082    0.21103E+03    0.41313E+01    0.00000E+00   -0.10104E+02    0.11203E-08    0.68972E-06   -0.12427E-07
  2083    0.21061E+03    0.41071E+01    0.00000E+00   -0.99150E+01    0.11191E-08    0.68978E-06   -0.11863E-07
  2084    0.21016E+03    0.40840E+01    0.00000E+00   -0.97251E+01    0.11180E-08    0.68963E-06   -0.11297E-07
  2085    0.20972E+03    0.40617E+01    0.00000E+00   -0.95348E+01    0.11169E-08    0.68928E-06   -0.10729E-07
  2086    0.20926E+03    0.40405E+01    0.00000E+00   -0.93451E+01    0.11157E-08    0.68871E-06   -0.10158E-07
  2087    0.20879E+03    0.40202E+01    0.00000E+00   -0.91566E+01    0.11146E-08    0.68791E-06   -0.95836E-08
  2088    0.20830E+03    0.40009E+01    0.00000E+00   -0.89687E+01    0.11135E-08    0.68688E-06   -0.90067E-08
  2089    0.20781E+03    0.39827E+01    0.00000E+00   -0.87804E+01    0.11123E-08    0.68561E-06   -0.84267E-08
  2090    0.20730E+03    0.39654E+01    0.00000E+00   -0.85934E+01    0.11112E-08    0.68409E-06   -0.78436E-08
  2091    0.20680E+03    0.39491E+01    0.00000E+00   -0.84068E+01    0.11101E-08    0.68231E-06   -0.72572E-08
  2092    0.20628E+03    0.39336E+01    0.00000E+00   -0.82215E+01    0.11090E-08    0.68026E-06   -0.66674E-08
  2093    0.20574E+03    0.39192E+01    0.00000E+00   -0.80352E+01    0.11078E-08    0.67793E-06   -0.60740E-08
  2094    0.20520E+03    0.39059E+01    0.00000E+00   -0.78508E+01    0.11067E-08    0.67533E-06   -0.54771E-08
