#    L    TT             EE             TE             PP             TP          
  2303    0.10016E+03    0.52751E+01   -0.90594E+01    0.42116E+05    0.35435E+01
  2304    0.10019E+03    0.52422E+01   -0.90931E+01    0.42077E+05    0.35447E+01
  2305    0.10024E+03    0.52091E+01   -0.91255E+01    0.42038E+05    0.35432E+01
  2306    0.10028E+03    0.51756E+01   -0.91556E+01    0.41998E+05    0.35390E+01
  2307    0.10030E+03    0.51420E+01   -0.91850E+01    0.41959E+05    0.35324E+01
  2308    0.10035E+03    0.51080E+01   -0.92116E+01    0.41920E+05    0.35234E+01
  2309    0.10042E+03    0.50738E+01   -0.92366E+01    0.41881E+05    0.35120E+01
  2310    0.10047E+03    0.50396E+01   -0.92595E+01    0.41842E+05    0.34985E+01
  2311    0.10052E+03    0.50049E+01   -0.92809E+01    0.41803E+05    0.34829E+01
  2312    0.10057E+03    0.49701E+01   -0.93009E+01    0.41764E+05    0.34654E+01
  2313    0.10062E+03    0.49352E+01   -0.93187E+01    0.41725E+05    0.34460E+01
  2314    0.10068E+03    0.49001E+01   -0.93343E+01    0.41686E+05    0.34249E+01
  2315    0.10073E+03    0.48648E+01   -0.93484E+01    0.41647E+05    0.34021E+01
  2316    0.10078E+03    0.48294E+01   -0.93611E+01    0.41609E+05    0.33778E+01
  2317    0.10084E+03    0.47939E+01   -0.93715E+01    0.41570E+05    0.33521E+01
  2318    0.10090E+03    0.47581E+01   -0.93812E+01    0.41531E+05    0.33251E+01
  2319    0.10095E+03    0.47223E+01   -0.93887E+01    0.41493E+05    0.32968E+01
  2320    0.10100E+03    0.46865E+01   -0.93940E+01    0.41454E+05    0.32675E+01
  2321    0.10107E+03    0.46504E+01   -0.93970E+01    0.41416E+05    0.32372E+01
  2322    0.10112E+03    0.46144E+01   -0.93986E+01    0.41377E+05    0.32060E+01
  2323    0.10117E+03    0.45782E+01   -0.93987E+01    0.41339E+05    0.31741E+01
  2324    0.10123E+03    0.45421E+01   -0.93973E+01    0.41301E+05    0.31415E+01
  2325    0.10128E+03    0.45059E+01   -0.93936E+01    0.41262E+05    0.31083E+01
  2326    0.10133E+03    0.44696E+01   -0.93892E+01    0.41224E+05    0.30747E+01
  2327    0.10139E+03    0.44332E+01   -0.93819E+01    0.41186E+05    0.30407E+01
  2328    0.10146E+03    0.43970E+01   -0.93730E+01    0.41148E+05    0.30066E+01
  2329    0.10151E+03    0.43606E+01   -0.93626E+01    0.41110E+05    0.29723E+01
  2330    0.10156E+03    0.43243E+01   -0.93507E+01    0.41072E+05    0.29380E+01
  2331    0.10160E+03    0.42881E+01   -0.93365E+01    0.41034E+05    0.29038E+01
  2332    0.10165E+03    0.42519E+01   -0.93216E+01    0.40996E+05    0.28698E+01
  2333    0.10170E+03    0.42156E+01   -0.93044E+01    0.40958E+05    0.28361E+01
  2334    0.10172E+03    0.41793E+01   -0.92857E+01    0.40920E+05    0.28029E+01
  2335    0.10177E+03    0.41433E+01   -0.92655E+01    0.40882E+05    0.27702E+01
  2336    0.10181E+03    0.41071E+01   -0.92438E+01    0.40845E+05    0.27381E+01
  2337    0.10185E+03    0.40712E+01   -0.92190E+01    0.40807E+05    0.27068E+01
  2338    0.10188E+03    0.40354E+01   -0.91942E+01    0.40769E+05    0.26764E+01
  2339    0.10191E+03    0.39996E+01   -0.91671E+01    0.40732E+05    0.26469E+01
  2340    0.10194E+03    0.39639E+01   -0.91370E+01    0.40694E+05    0.26185E+01
  2341    0.10199E+03    0.39284E+01   -0.91090E+01    0.40657E+05    0.25912E+01
  2342    0.10201E+03    0.38929E+01   -0.90773E+01    0.40619E+05    0.25653E+01
  2343    0.10203E+03    0.38577E+01   -0.90441E+01    0.40582E+05    0.25408E+01
  2344    0.10206E+03    0.38225E+01   -0.90093E+01    0.40544E+05    0.25177E+01
  2345    0.10208E+03    0.37876E+01   -0.89736E+01    0.40507E+05    0.24963E+01
  2346    0.10211E+03    0.37529E+01   -0.89364E+01    0.40470E+05    0.24767E+01
  2347    0.10213E+03    0.37183E+01   -0.88970E+01    0.40433E+05    0.24588E+01
  2348    0.10214E+03    0.36839E+01   -0.88574E+01    0.40395E+05    0.24429E+01
  2349    0.10217E+03    0.36497E+01   -0.88155E+01    0.40358E+05    0.24291E+01
  2350    0.10216E+03    0.36157E+01   -0.87728E+01    0.40321E+05    0.24174E+01
  2351    0.10216E+03    0.35819E+01   -0.87278E+01    0.40284E+05    0.24080E+01
  2352    0.10216E+03    0.35483E+01   -0.86812E+01    0.40247E+05    0.24007E+01
  2353    0.10216E+03    0.35149E+01   -0.86346E+01    0.40210E+05    0.23955E+01
  2354    0.10217E+03    0.34819E+01   -0.85863E+01    0.40174E+05    0.23923E+01
  2355    0.10216E+03    0.34491E+01   -0.85373E+01    0.40137E+05    0.23910E+01
  2356    0.10215E+03    0.34165E+01   -0.84859E+01    0.40100E+05    0.23915E+01
  2357    0.10213E+03    0.33842E+01   -0.84336E+01    0.40063E+05    0.23937E+01
  2358    0.10211E+03    0.33521E+01   -0.83813E+01    0.40026E+05    0.23975E+01
  2359    0.10209E+03    0.33202E+01   -0.83266E+01    0.39990E+05    0.24029E+01
  2360    0.10207E+03    0.32888E+01   -0.82712E+01    0.39953E+05    0.24096E+01
  2361    0.10204E+03    0.32577E+01   -0.82148E+01    0.39917E+05    0.24177E+01
  2362    0.10201E+03    0.32268E+01   -0.81569E+01    0.39880E+05    0.24270E+01
  2363    0.10198E+03    0.31963E+01   -0.80982E+01    0.39844E+05    0.24374E+01
  2364    0.10194E+03    0.31660E+01   -0.80386E+01    0.39807E+05    0.24489E+01
  2365    0.10190E+03    0.31362E+01   -0.79781E+01    0.39771E+05    0.24614E+01
  2366    0.10185E+03    0.31066E+01   -0.79161E+01    0.39735E+05    0.24747E+01
  2367    0.10181E+03    0.30774E+01   -0.78533E+01    0.39698E+05    0.24887E+01
  2368    0.10176E+03    0.30485E+01   -0.77895E+01    0.39662E+05    0.25034E+01
  2369    0.10170E+03    0.30200E+01   -0.77257E+01    0.39626E+05    0.25187E+01
  2370    0.10163E+03    0.29918E+01   -0.76610E+01    0.39590E+05    0.25345E+01
  2371    0.10158E+03    0.29641E+01   -0.75940E+01    0.39554E+05    0.25507E+01
  2372    0.10151E+03    0.29366E+01   -0.75269E+01    0.39518E+05    0.25671E+01
  2373    0.10143E+03    0.29096E+01   -0.74597E+01    0.39482E+05    0.25838E+01
  2374    0.10136E+03    0.28830E+01   -0.73905E+01    0.39446E+05    0.26005E+01
  2375    0.10127E+03    0.28568E+01   -0.73215E+01    0.39410E+05    0.26173E+01
  2376    0.10119E+03    0.28309E+01   -0.72524E+01    0.39374E+05    0.26339E+01
  2377    0.10110E+03    0.28055E+01   -0.71816E+01    0.39338E+05    0.26504E+01
  2378    0.10101E+03    0.27804E+01   -0.71108E+01    0.39302E+05    0.26666E+01
  2379    0.10091E+03    0.27558E+01   -0.70392E+01    0.39267E+05    0.26825E+01
  2380    0.10081E+03    0.27316E+01   -0.69673E+01    0.39231E+05    0.26979E+01
  2381    0.10071E+03    0.27078E+01   -0.68946E+01    0.39195E+05    0.27127E+01
  2382    0.10060E+03    0.26844E+01   -0.68215E+01    0.39160E+05    0.27269E+01
  2383    0.10049E+03    0.26614E+01   -0.67476E+01    0.39124E+05    0.27403E+01
  2384    0.10037E+03    0.26390E+01   -0.66736E+01    0.39089E+05    0.27529E+01
  2385    0.10025E+03    0.26168E+01   -0.65991E+01    0.39053E+05    0.27645E+01
  2386    0.10012E+03    0.25952E+01   -0.65242E+01    0.39018E+05    0.27751E+01
  2387    0.99992E+02    0.25739E+01   -0.64489E+01    0.38983E+05    0.27846E+01
  2388    0.99853E+02    0.25533E+01   -0.63734E+01    0.38947E+05    0.27929E+01
  2389    0.99715E+02    0.25329E+01   -0.62974E+01    0.38912E+05    0.27998E+01
  2390    0.99576E+02    0.25130E+01   -0.62214E+01    0.38877E+05    0.28054E+01
  2391    0.99422E+02    0.24937E+01   -0.61450E+01    0.38842E+05    0.28094E+01
  2392    0.99269E+02    0.24747E+01   -0.60685E+01    0.38807E+05    0.28119E+01
  2393    0.99122E+02    0.24561E+01   -0.59917E+01    0.38771E+05    0.28126E+01
  2394    0.98954E+02    0.24381E+01   -0.59148E+01    0.38736E+05    0.28116E+01
  2395    0.98792E+02    0.24205E+01   -0.58379E+01    0.38701E+05    0.28087E+01
  2396    0.98623E+02    0.24034E+01   -0.57608E+01    0.38666E+05    0.28038E+01
  2397    0.98454E+02    0.23867E+01   -0.56837E+01    0.38632E+05    0.27969E+01
  2398    0.98271E+02    0.23706E+01   -0.56065E+01    0.38597E+05    0.27878E+01
  2399    0.98101E+02    0.23547E+01   -0.55294E+01    0.38562E+05    0.27765E+01
  2400    0.97917E+02    0.23395E+01   -0.54521E+01    0.38527E+05    0.27627E+01
  2401    0.97725E+02    0.23247E+01   -0.53750E+01    0.38492E+05    0.27466E+01
  2402    0.97541E+02    0.23104E+01   -0.52980E+01    0.38458E+05    0.27281E+01
  2403    0.97342E+02    0.22964E+01   -0.52210E+01    0.38423E+05    0.27074E+01
  2404    0.97142E+02    0.22831E+01   -0.51442E+01    0.38388E+05    0.26844E+01
  2405    0.96935E+02    0.22701E+01   -0.50676E+01    0.38354E+05    0.26592E+01
  2406    0.96735E+02    0.22577E+01   -0.49911E+01    0.38319E+05    0.26320E+01
  2407    0.96520E+02    0.22457E+01   -0.49149E+01    0.38285E+05    0.26029E+01
  2408    0.96305E+02    0.22342E+01   -0.48388E+01    0.38250E+05    0.25718E+01
  2409    0.96082E+02    0.22231E+01   -0.47632E+01    0.38216E+05    0.25389E+01
  2410    0.95866E+02    0.22125E+01   -0.46877E+01    0.38182E+05    0.25042E+01
  2411    0.95643E+02    0.22023E+01   -0.46128E+01    0.38147E+05    0.24679E+01
  2412    0.95405E+02    0.21927E+01   -0.45379E+01    0.38113E+05    0.24299E+01
  2413    0.95174E+02    0.21834E+01   -0.44637E+01    0.38079E+05    0.23905E+01
  2414    0.94935E+02    0.21747E+01   -0.43898E+01    0.38045E+05    0.23496E+01
  2415    0.94696E+02    0.21663E+01   -0.43163E+01    0.38011E+05    0.23073E+01
  2416    0.94457E+02    0.21585E+01   -0.42434E+01    0.37977E+05    0.22637E+01
  2417    0.94210E+02    0.21511E+01   -0.41707E+01    0.37942E+05    0.22189E+01
  2418    0.93963E+02    0.21441E+01   -0.40988E+01    0.37908E+05    0.21730E+01
  2419    0.93709E+02    0.21374E+01   -0.40274E+01    0.37874E+05    0.21260E+01
  2420    0.93454E+02    0.21314E+01   -0.39565E+01    0.37841E+05    0.20780E+01
  2421    0.93191E+02    0.21258E+01   -0.38862E+01    0.37807E+05    0.20292E+01
  2422    0.92936E+02    0.21206E+01   -0.38165E+01    0.37773E+05    0.19794E+01
  2423    0.92665E+02    0.21158E+01   -0.37474E+01    0.37739E+05    0.19290E+01
  2424    0.92394E+02    0.21114E+01   -0.36790E+01    0.37705E+05    0.18778E+01
  2425    0.92131E+02    0.21076E+01   -0.36112E+01    0.37672E+05    0.18261E+01
  2426    0.91852E+02    0.21042E+01   -0.35442E+01    0.37638E+05    0.17738E+01
  2427    0.91573E+02    0.21011E+01   -0.34779E+01    0.37604E+05    0.17211E+01
  2428    0.91301E+02    0.20985E+01   -0.34123E+01    0.37571E+05    0.16680E+01
  2429    0.91014E+02    0.20961E+01   -0.33475E+01    0.37537E+05    0.16146E+01
  2430    0.90734E+02    0.20944E+01   -0.32835E+01    0.37504E+05    0.15610E+01
  2431    0.90439E+02    0.20931E+01   -0.32202E+01    0.37470E+05    0.15072E+01
  2432    0.90158E+02    0.20920E+01   -0.31578E+01    0.37437E+05    0.14534E+01
  2433    0.89855E+02    0.20914E+01   -0.30962E+01    0.37403E+05    0.13996E+01
  2434    0.89567E+02    0.20911E+01   -0.30355E+01    0.37370E+05    0.13459E+01
  2435    0.89270E+02    0.20913E+01   -0.29756E+01    0.37337E+05    0.12924E+01
  2436    0.88974E+02    0.20919E+01   -0.29166E+01    0.37304E+05    0.12391E+01
  2437    0.88677E+02    0.20928E+01   -0.28586E+01    0.37270E+05    0.11861E+01
  2438    0.88372E+02    0.20940E+01   -0.28014E+01    0.37237E+05    0.11335E+01
  2439    0.88067E+02    0.20958E+01   -0.27452E+01    0.37204E+05    0.10814E+01
  2440    0.87769E+02    0.20978E+01   -0.26899E+01    0.37171E+05    0.10299E+01
  2441    0.87455E+02    0.21001E+01   -0.26357E+01    0.37138E+05    0.97892E+00
  2442    0.87149E+02    0.21029E+01   -0.25824E+01    0.37105E+05    0.92869E+00
  2443    0.86835E+02    0.21060E+01   -0.25301E+01    0.37072E+05    0.87924E+00
  2444    0.86521E+02    0.21095E+01   -0.24787E+01    0.37039E+05    0.83064E+00
  2445    0.86206E+02    0.21133E+01   -0.24285E+01    0.37006E+05    0.78298E+00
  2446    0.85891E+02    0.21173E+01   -0.23792E+01    0.36973E+05    0.73633E+00
  2447    0.85575E+02    0.21217E+01   -0.23310E+01    0.36941E+05    0.69077E+00
  2448    0.85252E+02    0.21264E+01   -0.22839E+01    0.36908E+05    0.64638E+00
  2449    0.84935E+02    0.21316E+01   -0.22379E+01    0.36875E+05    0.60322E+00
  2450    0.84611E+02    0.21370E+01   -0.21928E+01    0.36842E+05    0.56138E+00
  2451    0.84286E+02    0.21426E+01   -0.21489E+01    0.36810E+05    0.52093E+00
  2452    0.83954E+02    0.21485E+01   -0.21061E+01    0.36777E+05    0.48189E+00
  2453    0.83636E+02    0.21547E+01   -0.20643E+01    0.36745E+05    0.44429E+00
  2454    0.83310E+02    0.21613E+01   -0.20237E+01    0.36712E+05    0.40816E+00
  2455    0.82984E+02    0.21681E+01   -0.19842E+01    0.36680E+05    0.37350E+00
  2456    0.82657E+02    0.21752E+01   -0.19458E+01    0.36647E+05    0.34036E+00
  2457    0.82330E+02    0.21825E+01   -0.19086E+01    0.36615E+05    0.30874E+00
  2458    0.81996E+02    0.21900E+01   -0.18726E+01    0.36583E+05    0.27867E+00
  2459    0.81675E+02    0.21979E+01   -0.18377E+01    0.36550E+05    0.25017E+00
  2460    0.81347E+02    0.22059E+01   -0.18039E+01    0.36518E+05    0.22327E+00
  2461    0.81011E+02    0.22141E+01   -0.17713E+01    0.36486E+05    0.19799E+00
  2462    0.80689E+02    0.22227E+01   -0.17399E+01    0.36454E+05    0.17434E+00
  2463    0.80360E+02    0.22314E+01   -0.17096E+01    0.36421E+05    0.15236E+00
  2464    0.80030E+02    0.22403E+01   -0.16805E+01    0.36389E+05    0.13206E+00
  2465    0.79708E+02    0.22494E+01   -0.16526E+01    0.36357E+05    0.11346E+00
  2466    0.79377E+02    0.22588E+01   -0.16258E+01    0.36325E+05    0.96595E-01
  2467    0.79046E+02    0.22683E+01   -0.16002E+01    0.36293E+05    0.81480E-01
  2468    0.78715E+02    0.22779E+01   -0.15758E+01    0.36261E+05    0.68137E-01
  2469    0.78384E+02    0.22878E+01   -0.15526E+01    0.36229E+05    0.56589E-01
  2470    0.78052E+02    0.22978E+01   -0.15307E+01    0.36197E+05    0.46859E-01
  2471    0.77727E+02    0.23079E+01   -0.15098E+01    0.36166E+05    0.38968E-01
  2472    0.77402E+02    0.23183E+01   -0.14902E+01    0.36134E+05    0.32939E-01
  2473    0.77076E+02    0.23287E+01   -0.14716E+01    0.36102E+05    0.28794E-01
  2474    0.76750E+02    0.23394E+01   -0.14543E+01    0.36070E+05    0.26555E-01
  2475    0.76424E+02    0.23502E+01   -0.14382E+01    0.36039E+05    0.26245E-01
  2476    0.76105E+02    0.23610E+01   -0.14233E+01    0.36007E+05    0.27885E-01
  2477    0.75778E+02    0.23720E+01   -0.14096E+01    0.35975E+05    0.31499E-01
  2478    0.75458E+02    0.23830E+01   -0.13970E+01    0.35944E+05    0.37108E-01
  2479    0.75130E+02    0.23942E+01   -0.13857E+01    0.35912E+05    0.44734E-01
  2480    0.74817E+02    0.24054E+01   -0.13753E+01    0.35881E+05    0.54400E-01
  2481    0.74489E+02    0.24168E+01   -0.13663E+01    0.35849E+05    0.66129E-01
  2482    0.74175E+02    0.24282E+01   -0.13583E+01    0.35818E+05    0.79941E-01
  2483    0.73853E+02    0.24398E+01   -0.13515E+01    0.35786E+05    0.95861E-01
  2484    0.73537E+02    0.24513E+01   -0.13460E+01    0.35755E+05    0.11391E+00
  2485    0.73226E+02    0.24630E+01   -0.13414E+01    0.35724E+05    0.13411E+00
  2486    0.72915E+02    0.24746E+01   -0.13380E+01    0.35693E+05    0.15648E+00
  2487    0.72603E+02    0.24863E+01   -0.13359E+01    0.35661E+05    0.18105E+00
  2488    0.72297E+02    0.24980E+01   -0.13347E+01    0.35630E+05    0.20783E+00
  2489    0.71988E+02    0.25097E+01   -0.13347E+01    0.35599E+05    0.23686E+00
  2490    0.71683E+02    0.25215E+01   -0.13359E+01    0.35568E+05    0.26815E+00
  2491    0.71380E+02    0.25333E+01   -0.13380E+01    0.35537E+05    0.30172E+00
  2492    0.71076E+02    0.25450E+01   -0.13414E+01    0.35506E+05    0.33760E+00
  2493    0.70777E+02    0.25569E+01   -0.13457E+01    0.35475E+05    0.37581E+00
  2494    0.70479E+02    0.25686E+01   -0.13511E+01    0.35444E+05    0.41637E+00
  2495    0.70183E+02    0.25804E+01   -0.13576E+01    0.35413E+05    0.45930E+00
  2496    0.69888E+02    0.25921E+01   -0.13651E+01    0.35382E+05    0.50463E+00
  2497    0.69597E+02    0.26038E+01   -0.13737E+01    0.35351E+05    0.55238E+00
  2498    0.69306E+02    0.26154E+01   -0.13832E+01    0.35320E+05    0.60257E+00
  2499    0.69020E+02    0.26271E+01   -0.13939E+01    0.35290E+05    0.65522E+00
  2500    0.68734E+02    0.26387E+01   -0.14055E+01    0.35259E+05    0.71035E+00
  2501    0.68452E+02    0.26501E+01   -0.14181E+01    0.35228E+05    0.76797E+00
  2502    0.68171E+02    0.26616E+01   -0.14316E+01    0.35198E+05    0.82797E+00
  2503    0.67892E+02    0.26730E+01   -0.14461E+01    0.35167E+05    0.89024E+00
  2504    0.67616E+02    0.26843E+01   -0.14617E+01    0.35136E+05    0.95463E+00
  2505    0.67344E+02    0.26955E+01   -0.14780E+01    0.35106E+05    0.10210E+01
  2506    0.67073E+02    0.27067E+01   -0.14954E+01    0.35075E+05    0.10893E+01
  2507    0.66804E+02    0.27178E+01   -0.15136E+01    0.35045E+05    0.11594E+01
  2508    0.66539E+02    0.27287E+01   -0.15327E+01    0.35014E+05    0.12311E+01
  2509    0.66276E+02    0.27395E+01   -0.15528E+01    0.34984E+05    0.13044E+01
  2510    0.66016E+02    0.27503E+01   -0.15737E+01    0.34954E+05    0.13790E+01
  2511    0.65760E+02    0.27609E+01   -0.15952E+01    0.34923E+05    0.14549E+01
  2512    0.65504E+02    0.27713E+01   -0.16177E+01    0.34893E+05    0.15319E+01
  2513    0.65253E+02    0.27819E+01   -0.16410E+01    0.34863E+05    0.16100E+01
  2514    0.65004E+02    0.27920E+01   -0.16652E+01    0.34832E+05    0.16890E+01
  2515    0.64758E+02    0.28020E+01   -0.16901E+01    0.34802E+05    0.17687E+01
  2516    0.64515E+02    0.28119E+01   -0.17159E+01    0.34772E+05    0.18491E+01
  2517    0.64275E+02    0.28217E+01   -0.17423E+01    0.34742E+05    0.19301E+01
  2518    0.64038E+02    0.28314E+01   -0.17694E+01    0.34712E+05    0.20114E+01
  2519    0.63804E+02    0.28408E+01   -0.17972E+01    0.34682E+05    0.20930E+01
  2520    0.63574E+02    0.28500E+01   -0.18257E+01    0.34652E+05    0.21748E+01
  2521    0.63345E+02    0.28591E+01   -0.18549E+01    0.34622E+05    0.22566E+01
  2522    0.63121E+02    0.28681E+01   -0.18847E+01    0.34592E+05    0.23384E+01
  2523    0.62899E+02    0.28769E+01   -0.19152E+01    0.34562E+05    0.24199E+01
  2524    0.62680E+02    0.28854E+01   -0.19463E+01    0.34532E+05    0.25011E+01
  2525    0.62465E+02    0.28937E+01   -0.19780E+01    0.34502E+05    0.25818E+01
  2526    0.62254E+02    0.29018E+01   -0.20101E+01    0.34473E+05    0.26620E+01
  2527    0.62043E+02    0.29097E+01   -0.20430E+01    0.34443E+05    0.27414E+01
  2528    0.61838E+02    0.29175E+01   -0.20764E+01    0.34413E+05    0.28201E+01
  2529    0.61636E+02    0.29251E+01   -0.21103E+01    0.34383E+05    0.28977E+01
  2530    0.61437E+02    0.29324E+01   -0.21446E+01    0.34354E+05    0.29743E+01
  2531    0.61241E+02    0.29395E+01   -0.21794E+01    0.34324E+05    0.30497E+01
  2532    0.61049E+02    0.29465E+01   -0.22148E+01    0.34295E+05    0.31238E+01
  2533    0.60861E+02    0.29531E+01   -0.22505E+01    0.34265E+05    0.31965E+01
  2534    0.60675E+02    0.29595E+01   -0.22867E+01    0.34236E+05    0.32675E+01
  2535    0.60492E+02    0.29656E+01   -0.23234E+01    0.34206E+05    0.33369E+01
  2536    0.60312E+02    0.29716E+01   -0.23604E+01    0.34177E+05    0.34045E+01
  2537    0.60135E+02    0.29774E+01   -0.23977E+01    0.34147E+05    0.34701E+01
  2538    0.59963E+02    0.29829E+01   -0.24353E+01    0.34118E+05    0.35336E+01
  2539    0.59794E+02    0.29881E+01   -0.24733E+01    0.34089E+05    0.35950E+01
  2540    0.59627E+02    0.29930E+01   -0.25118E+01    0.34059E+05    0.36541E+01
  2541    0.59464E+02    0.29978E+01   -0.25503E+01    0.34030E+05    0.37107E+01
  2542    0.59304E+02    0.30023E+01   -0.25892E+01    0.34001E+05    0.37648E+01
  2543    0.59147E+02    0.30065E+01   -0.26284E+01    0.33972E+05    0.38162E+01
  2544    0.58994E+02    0.30104E+01   -0.26678E+01    0.33942E+05    0.38647E+01
  2545    0.58844E+02    0.30141E+01   -0.27074E+01    0.33913E+05    0.39104E+01
  2546    0.58698E+02    0.30176E+01   -0.27472E+01    0.33884E+05    0.39530E+01
  2547    0.58555E+02    0.30208E+01   -0.27871E+01    0.33855E+05    0.39925E+01
  2548    0.58415E+02    0.30237E+01   -0.28272E+01    0.33826E+05    0.40286E+01
  2549    0.58278E+02    0.30263E+01   -0.28675E+01    0.33797E+05    0.40613E+01
  2550    0.58145E+02    0.30286E+01   -0.29080E+01    0.33768E+05    0.40905E+01
  2551    0.58014E+02    0.30307E+01   -0.29483E+01    0.33739E+05    0.41160E+01
  2552    0.57888E+02    0.30326E+01   -0.29890E+01    0.33710E+05    0.41380E+01
  2553    0.57765E+02    0.30341E+01   -0.30296E+01    0.33682E+05    0.41566E+01
  2554    0.57643E+02    0.30354E+01   -0.30702E+01    0.33653E+05    0.41718E+01
  2555    0.57525E+02    0.30364E+01   -0.31109E+01    0.33624E+05    0.41838E+01
  2556    0.57411E+02    0.30371E+01   -0.31516E+01    0.33595E+05    0.41927E+01
  2557    0.57300E+02    0.30375E+01   -0.31922E+01    0.33566E+05    0.41986E+01
  2558    0.57192E+02    0.30377E+01   -0.32327E+01    0.33538E+05    0.42016E+01
  2559    0.57086E+02    0.30376E+01   -0.32732E+01    0.33509E+05    0.42019E+01
  2560    0.56985E+02    0.30372E+01   -0.33136E+01    0.33481E+05    0.41995E+01
  2561    0.56885E+02    0.30364E+01   -0.33540E+01    0.33452E+05    0.41945E+01
  2562    0.56790E+02    0.30355E+01   -0.33943E+01    0.33423E+05    0.41872E+01
  2563    0.56697E+02    0.30342E+01   -0.34343E+01    0.33395E+05    0.41775E+01
  2564    0.56606E+02    0.30327E+01   -0.34743E+01    0.33366E+05    0.41656E+01
  2565    0.56519E+02    0.30309E+01   -0.35141E+01    0.33338E+05    0.41517E+01
  2566    0.56434E+02    0.30289E+01   -0.35536E+01    0.33310E+05    0.41358E+01
  2567    0.56354E+02    0.30267E+01   -0.35930E+01    0.33281E+05    0.41180E+01
  2568    0.56275E+02    0.30240E+01   -0.36321E+01    0.33253E+05    0.40984E+01
  2569    0.56198E+02    0.30211E+01   -0.36710E+01    0.33225E+05    0.40772E+01
  2570    0.56126E+02    0.30178E+01   -0.37096E+01    0.33196E+05    0.40545E+01
  2571    0.56055E+02    0.30142E+01   -0.37480E+01    0.33168E+05    0.40304E+01
  2572    0.55987E+02    0.30104E+01   -0.37860E+01    0.33140E+05    0.40050E+01
  2573    0.55922E+02    0.30064E+01   -0.38237E+01    0.33112E+05    0.39784E+01
  2574    0.55860E+02    0.30021E+01   -0.38612E+01    0.33084E+05    0.39507E+01
  2575    0.55800E+02    0.29976E+01   -0.38983E+01    0.33055E+05    0.39221E+01
  2576    0.55743E+02    0.29927E+01   -0.39348E+01    0.33027E+05    0.38927E+01
  2577    0.55688E+02    0.29876E+01   -0.39711E+01    0.32999E+05    0.38624E+01
  2578    0.55635E+02    0.29822E+01   -0.40070E+01    0.32971E+05    0.38316E+01
  2579    0.55585E+02    0.29765E+01   -0.40425E+01    0.32943E+05    0.38003E+01
  2580    0.55538E+02    0.29706E+01   -0.40775E+01    0.32915E+05    0.37686E+01
  2581    0.55492E+02    0.29644E+01   -0.41120E+01    0.32887E+05    0.37366E+01
  2582    0.55449E+02    0.29579E+01   -0.41462E+01    0.32860E+05    0.37044E+01
  2583    0.55407E+02    0.29512E+01   -0.41798E+01    0.32832E+05    0.36721E+01
  2584    0.55369E+02    0.29442E+01   -0.42131E+01    0.32804E+05    0.36400E+01
  2585    0.55332E+02    0.29371E+01   -0.42457E+01    0.32776E+05    0.36080E+01
  2586    0.55298E+02    0.29296E+01   -0.42780E+01    0.32748E+05    0.35762E+01
  2587    0.55266E+02    0.29218E+01   -0.43095E+01    0.32721E+05    0.35449E+01
  2588    0.55235E+02    0.29139E+01   -0.43407E+01    0.32693E+05    0.35141E+01
  2589    0.55207E+02    0.29056E+01   -0.43712E+01    0.32665E+05    0.34839E+01
  2590    0.55181E+02    0.28971E+01   -0.44013E+01    0.32638E+05    0.34544E+01
  2591    0.55156E+02    0.28884E+01   -0.44307E+01    0.32610E+05    0.34258E+01
  2592    0.55134E+02    0.28795E+01   -0.44596E+01    0.32583E+05    0.33982E+01
  2593    0.55112E+02    0.28703E+01   -0.44877E+01    0.32555E+05    0.33716E+01
  2594    0.55093E+02    0.28609E+01   -0.45154E+01    0.32527E+05    0.33462E+01
  2595    0.55075E+02    0.28513E+01   -0.45424E+01    0.32500E+05    0.33221E+01
  2596    0.55059E+02    0.28414E+01   -0.45688E+01    0.32473E+05    0.32994E+01
  2597    0.55045E+02    0.28313E+01   -0.45946E+01    0.32445E+05    0.32783E+01
  2598    0.55032E+02    0.28210E+01   -0.46196E+01    0.32418E+05    0.32587E+01
  2599    0.55020E+02    0.28105E+01   -0.46440E+01    0.32391E+05    0.32410E+01
  2600    0.55011E+02    0.27997E+01   -0.46678E+01    0.32363E+05    0.32251E+01
  2601    0.55002E+02    0.27889E+01   -0.46908E+01    0.32336E+05    0.32111E+01
  2602    0.54995E+02    0.27777E+01   -0.47132E+01    0.32309E+05    0.31991E+01
  2603    0.54990E+02    0.27663E+01   -0.47349E+01    0.32281E+05    0.31889E+01
  2604    0.54986E+02    0.27548E+01   -0.47559E+01    0.32254E+05    0.31806E+01
  2605    0.54983E+02    0.27430E+01   -0.47762E+01    0.32227E+05    0.31741E+01
  2606    0.54980E+02    0.27310E+01   -0.47957E+01    0.32200E+05    0.31694E+01
  2607    0.54978E+02    0.27189E+01   -0.48146E+01    0.32173E+05    0.31663E+01
  2608    0.54979E+02    0.27066E+01   -0.48327E+01    0.32146E+05    0.31649E+01
  2609    0.54979E+02    0.26941E+01   -0.48501E+01    0.32119E+05    0.31651E+01
  2610    0.54981E+02    0.26815E+01   -0.48667E+01    0.32092E+05    0.31669E+01
  2611    0.54983E+02    0.26687E+01   -0.48826E+01    0.32065E+05    0.31702E+01
  2612    0.54987E+02    0.26557E+01   -0.48977E+01    0.32038E+05    0.31750E+01
